"gene","TF_family"
"TraesCS1A02G258400","GARP_G2-like"
"TraesCS1B02G216600","GARP_G2-like"
"TraesCS1B02G268900","GARP_G2-like"
"TraesCS1B02G441800","GARP_G2-like"
"TraesCS1D02G205800","GARP_G2-like"
"TraesCS2A02G116100","GARP_G2-like"
"TraesCS2A02G264800","GARP_G2-like"
"TraesCS2A02G402700","GARP_G2-like"
"TraesCS2B02G135600","GARP_G2-like"
"TraesCS2B02G277300","GARP_G2-like"
"TraesCS2B02G420900","GARP_G2-like"
"TraesCS2D02G119100","GARP_G2-like"
"TraesCS2D02G259200","GARP_G2-like"
"TraesCS2D02G400100","GARP_G2-like"
"TraesCS3A02G123700","GARP_G2-like"
"TraesCS3A02G161000","GARP_G2-like"
"TraesCS3A02G361800","GARP_G2-like"
"TraesCS3A02G526600","GARP_G2-like"
"TraesCS3B02G144100","GARP_G2-like"
"TraesCS3B02G191600","GARP_G2-like"
"TraesCS3B02G394200","GARP_G2-like"
"TraesCS3D02G125300","GARP_G2-like"
"TraesCS3D02G168200","GARP_G2-like"
"TraesCS3D02G355500","GARP_G2-like"
"TraesCS3D02G531900","GARP_G2-like"
"TraesCS4A02G180900","GARP_G2-like"
"TraesCS4A02G242600","GARP_G2-like"
"TraesCS4B02G072500","GARP_G2-like"
"TraesCS4B02G136900","GARP_G2-like"
"TraesCS4B02G323600","GARP_G2-like"
"TraesCS4D02G071300","GARP_G2-like"
"TraesCS4D02G131500","GARP_G2-like"
"TraesCS4D02G320400","GARP_G2-like"
"TraesCS5A02G064700","GARP_G2-like"
"TraesCS5A02G068900","GARP_G2-like"
"TraesCS5A02G153000","GARP_G2-like"
"TraesCS5A02G203200","GARP_G2-like"
"TraesCS5A02G401600","GARP_G2-like"
"TraesCS5A02G402800","GARP_G2-like"
"TraesCS5A02G496100","GARP_G2-like"
"TraesCS5B02G068000","GARP_G2-like"
"TraesCS5B02G075300","GARP_G2-like"
"TraesCS5B02G151800","GARP_G2-like"
"TraesCS5B02G201900","GARP_G2-like"
"TraesCS5B02G406300","GARP_G2-like"
"TraesCS5B02G407600","GARP_G2-like"
"TraesCS5D02G075600","GARP_G2-like"
"TraesCS5D02G081000","GARP_G2-like"
"TraesCS5D02G158300","GARP_G2-like"
"TraesCS5D02G209600","GARP_G2-like"
"TraesCS5D02G411800","GARP_G2-like"
"TraesCS5D02G412800","GARP_G2-like"
"TraesCS6A02G007300","GARP_G2-like"
"TraesCS6A02G109700","GARP_G2-like"
"TraesCS6A02G254700","GARP_G2-like"
"TraesCS6A02G266400","GARP_G2-like"
"TraesCS6A02G385500","GARP_G2-like"
"TraesCS6B02G012800","GARP_G2-like"
"TraesCS6B02G138200","GARP_G2-like"
"TraesCS6B02G270800","GARP_G2-like"
"TraesCS6B02G293700","GARP_G2-like"
"TraesCS6B02G394700","GARP_G2-like"
"TraesCS6B02G424600","GARP_G2-like"
"TraesCS6D02G011600","GARP_G2-like"
"TraesCS6D02G098200","GARP_G2-like"
"TraesCS6D02G236000","GARP_G2-like"
"TraesCS6D02G248300","GARP_G2-like"
"TraesCS6D02G370300","GARP_G2-like"
"TraesCS7A02G298700","GARP_G2-like"
"TraesCS7A02G339800","GARP_G2-like"
"TraesCS7A02G345200","GARP_G2-like"
"TraesCS7A02G411000","GARP_G2-like"
"TraesCS7A02G411100","GARP_G2-like"
"TraesCS7A02G469900","GARP_G2-like"
"TraesCS7A02G470100","GARP_G2-like"
"TraesCS7A02G470200","GARP_G2-like"
"TraesCS7B02G200700","GARP_G2-like"
"TraesCS7B02G238000","GARP_G2-like"
"TraesCS7B02G251400","GARP_G2-like"
"TraesCS7B02G310200","GARP_G2-like"
"TraesCS7B02G310300","GARP_G2-like"
"TraesCS7B02G372000","GARP_G2-like"
"TraesCS7B02G372100","GARP_G2-like"
"TraesCS7B02G372200","GARP_G2-like"
"TraesCS7D02G294400","GARP_G2-like"
"TraesCS7D02G334100","GARP_G2-like"
"TraesCS7D02G347500","GARP_G2-like"
"TraesCS7D02G404000","GARP_G2-like"
"TraesCS7D02G404100","GARP_G2-like"
"TraesCS7D02G457300","GARP_G2-like"
"TraesCS7D02G457400","GARP_G2-like"
"TraesCS7D02G457500","GARP_G2-like"
"TraesCS7D02G457600","GARP_G2-like"
"TraesCSU02G105200","GARP_G2-like"
"TraesCS1B02G087500","GeBP"
"TraesCS2A02G151700","GeBP"
"TraesCS2B02G176900","GeBP"
"TraesCS2D02G156800","GeBP"
"TraesCS3A02G036700","GeBP"
"TraesCS3A02G042900","GeBP"
"TraesCS3A02G165200","GeBP"
"TraesCS3B02G040600","GeBP"
"TraesCS3B02G047200","GeBP"
"TraesCS3B02G119900","GeBP"
"TraesCS3B02G200500","GeBP"
"TraesCS3D02G037800","GeBP"
"TraesCS3D02G043400","GeBP"
"TraesCS3D02G176400","GeBP"
"TraesCS4A02G138100","GeBP"
"TraesCS4B02G044100","GeBP"
"TraesCS4B02G159600","GeBP"
"TraesCS4D02G041600","GeBP"
"TraesCS4D02G163600","GeBP"
"TraesCS5A02G234500","GeBP"
"TraesCS5B02G233000","GeBP"
"TraesCS5D02G022400","GeBP"
"TraesCS5D02G022900","GeBP"
"TraesCS5D02G241400","GeBP"
"TraesCS6A02G326000","GeBP"
"TraesCS6A02G329300","GeBP"
"TraesCS6B02G360100","GeBP"
"TraesCS6D02G305700","GeBP"
"TraesCS6D02G308200","GeBP"
"TraesCS7A02G199000","GeBP"
"TraesCS7B02G074000","GeBP"
"TraesCS7B02G105700","GeBP"
"TraesCS7D02G170000","GeBP"
"TraesCS7D02G201700","GeBP"
"TraesCS1A02G030200","GRAS"
"TraesCS1A02G030300","GRAS"
"TraesCS1A02G209400","GRAS"
"TraesCS1A02G304000","GRAS"
"TraesCS1A02G319700","GRAS"
"TraesCS1A02G413800","GRAS"
"TraesCS1B02G037200","GRAS"
"TraesCS1B02G037300","GRAS"
"TraesCS1B02G037400","GRAS"
"TraesCS1B02G037500","GRAS"
"TraesCS1B02G223400","GRAS"
"TraesCS1B02G314500","GRAS"
"TraesCS1B02G332000","GRAS"
"TraesCS1B02G443800","GRAS"
"TraesCS1D02G030700","GRAS"
"TraesCS1D02G030800","GRAS"
"TraesCS1D02G030900","GRAS"
"TraesCS1D02G031000","GRAS"
"TraesCS1D02G031200","GRAS"
"TraesCS1D02G212800","GRAS"
"TraesCS1D02G303500","GRAS"
"TraesCS1D02G319500","GRAS"
"TraesCS1D02G421200","GRAS"
"TraesCS2A02G096800","GRAS"
"TraesCS2A02G189600","GRAS"
"TraesCS2A02G192600","GRAS"
"TraesCS2A02G194600","GRAS"
"TraesCS2A02G200700","GRAS"
"TraesCS2A02G214400","GRAS"
"TraesCS2A02G304000","GRAS"
"TraesCS2A02G395400","GRAS"
"TraesCS2A02G460200","GRAS"
"TraesCS2A02G532900","GRAS"
"TraesCS2B02G112100","GRAS"
"TraesCS2B02G212300","GRAS"
"TraesCS2B02G214600","GRAS"
"TraesCS2B02G217500","GRAS"
"TraesCS2B02G228000","GRAS"
"TraesCS2B02G239400","GRAS"
"TraesCS2B02G320700","GRAS"
"TraesCS2B02G413500","GRAS"
"TraesCS2B02G481900","GRAS"
"TraesCS2B02G562400","GRAS"
"TraesCS2D02G055700","GRAS"
"TraesCS2D02G095300","GRAS"
"TraesCS2D02G193300","GRAS"
"TraesCS2D02G194800","GRAS"
"TraesCS2D02G198200","GRAS"
"TraesCS2D02G208500","GRAS"
"TraesCS2D02G220200","GRAS"
"TraesCS2D02G302600","GRAS"
"TraesCS2D02G393200","GRAS"
"TraesCS2D02G460500","GRAS"
"TraesCS2D02G534700","GRAS"
"TraesCS3A02G067900","GRAS"
"TraesCS3A02G068000","GRAS"
"TraesCS3A02G233000","GRAS"
"TraesCS3A02G360300","GRAS"
"TraesCS3A02G392400","GRAS"
"TraesCS3A02G392500","GRAS"
"TraesCS3A02G392600","GRAS"
"TraesCS3A02G408000","GRAS"
"TraesCS3B02G080900","GRAS"
"TraesCS3B02G081000","GRAS"
"TraesCS3B02G081100","GRAS"
"TraesCS3B02G262400","GRAS"
"TraesCS3B02G392600","GRAS"
"TraesCS3B02G424500","GRAS"
"TraesCS3B02G424600","GRAS"
"TraesCS3B02G441600","GRAS"
"TraesCS3B02G535100","GRAS"
"TraesCS3D02G067700","GRAS"
"TraesCS3D02G067800","GRAS"
"TraesCS3D02G067900","GRAS"
"TraesCS3D02G220100","GRAS"
"TraesCS3D02G354100","GRAS"
"TraesCS3D02G385400","GRAS"
"TraesCS3D02G385500","GRAS"
"TraesCS3D02G403100","GRAS"
"TraesCS3D02G482600","GRAS"
"TraesCS4A02G039000","GRAS"
"TraesCS4A02G088500","GRAS"
"TraesCS4A02G176200","GRAS"
"TraesCS4A02G176300","GRAS"
"TraesCS4A02G176400","GRAS"
"TraesCS4A02G176500","GRAS"
"TraesCS4A02G176600","GRAS"
"TraesCS4A02G176700","GRAS"
"TraesCS4A02G177100","GRAS"
"TraesCS4A02G185900","GRAS"
"TraesCS4A02G191300","GRAS"
"TraesCS4A02G209800","GRAS"
"TraesCS4A02G260600","GRAS"
"TraesCS4A02G271000","GRAS"
"TraesCS4A02G430600","GRAS"
"TraesCS4A02G465000","GRAS"
"TraesCS4A02G466700","GRAS"
"TraesCS4A02G482000","GRAS"
"TraesCS4B02G043100","GRAS"
"TraesCS4B02G054000","GRAS"
"TraesCS4B02G113300","GRAS"
"TraesCS4B02G124000","GRAS"
"TraesCS4B02G133000","GRAS"
"TraesCS4B02G140800","GRAS"
"TraesCS4B02G141100","GRAS"
"TraesCS4B02G141200","GRAS"
"TraesCS4B02G141300","GRAS"
"TraesCS4B02G141400","GRAS"
"TraesCS4B02G141500","GRAS"
"TraesCS4B02G215700","GRAS"
"TraesCS4B02G266700","GRAS"
"TraesCS4B02G336200","GRAS"
"TraesCS4B02G367300","GRAS"
"TraesCS4D02G040400","GRAS"
"TraesCS4D02G054000","GRAS"
"TraesCS4D02G110800","GRAS"
"TraesCS4D02G122000","GRAS"
"TraesCS4D02G127800","GRAS"
"TraesCS4D02G135500","GRAS"
"TraesCS4D02G135900","GRAS"
"TraesCS4D02G136000","GRAS"
"TraesCS4D02G136100","GRAS"
"TraesCS4D02G136200","GRAS"
"TraesCS4D02G136300","GRAS"
"TraesCS4D02G136400","GRAS"
"TraesCS4D02G136500","GRAS"
"TraesCS4D02G216200","GRAS"
"TraesCS4D02G266400","GRAS"
"TraesCS4D02G332000","GRAS"
"TraesCS4D02G338800","GRAS"
"TraesCS4D02G360200","GRAS"
"TraesCS5A02G080300","GRAS"
"TraesCS5A02G135000","GRAS"
"TraesCS5A02G139000","GRAS"
"TraesCS5A02G144000","GRAS"
"TraesCS5A02G325800","GRAS"
"TraesCS5A02G409800","GRAS"
"TraesCS5A02G414000","GRAS"
"TraesCS5A02G481300","GRAS"
"TraesCS5A02G505900","GRAS"
"TraesCS5A02G506000","GRAS"
"TraesCS5A02G506100","GRAS"
"TraesCS5A02G511900","GRAS"
"TraesCS5A02G535000","GRAS"
"TraesCS5B02G133800","GRAS"
"TraesCS5B02G138100","GRAS"
"TraesCS5B02G143100","GRAS"
"TraesCS5B02G326100","GRAS"
"TraesCS5B02G326400","GRAS"
"TraesCS5B02G417000","GRAS"
"TraesCS5B02G494500","GRAS"
"TraesCS5D02G092000","GRAS"
"TraesCS5D02G139500","GRAS"
"TraesCS5D02G148000","GRAS"
"TraesCS5D02G152700","GRAS"
"TraesCS5D02G332000","GRAS"
"TraesCS5D02G419400","GRAS"
"TraesCS5D02G422300","GRAS"
"TraesCS5D02G494900","GRAS"
"TraesCS6A02G159500","GRAS"
"TraesCS6A02G247200","GRAS"
"TraesCS6B02G191800","GRAS"
"TraesCS6B02G277400","GRAS"
"TraesCS6D02G055100","GRAS"
"TraesCS6D02G153000","GRAS"
"TraesCS6D02G229400","GRAS"
"TraesCS7A02G014200","GRAS"
"TraesCS7A02G059000","GRAS"
"TraesCS7A02G173000","GRAS"
"TraesCS7A02G382800","GRAS"
"TraesCS7B02G077800","GRAS"
"TraesCS7B02G078300","GRAS"
"TraesCS7B02G285500","GRAS"
"TraesCS7D02G011400","GRAS"
"TraesCS7D02G053600","GRAS"
"TraesCS7D02G174100","GRAS"
"TraesCS7D02G174300","GRAS"
"TraesCS7D02G379200","GRAS"
"TraesCSU02G014000","GRAS"
"TraesCS6B02G204300","GRF"
"TraesCS6D02G163900","GRF"
"TraesCS2A02G238700","GRF"
"TraesCS2A02G398300","GRF"
"TraesCS2A02G435100","GRF"
"TraesCS2B02G256600","GRF"
"TraesCS2B02G416300","GRF"
"TraesCS2B02G458400","GRF"
"TraesCS2D02G246600","GRF"
"TraesCS2D02G395900","GRF"
"TraesCS2D02G435200","GRF"
"TraesCS4A02G255000","GRF"
"TraesCS4A02G291500","GRF"
"TraesCS4A02G434900","GRF"
"TraesCS4B02G060000","GRF"
"TraesCS4D02G020300","GRF"
"TraesCS4D02G059600","GRF"
"TraesCS6A02G174800","GRF"
"TraesCS6A02G257600","GRF"
"TraesCS6A02G269600","GRF"
"TraesCS6A02G335900","GRF"
"TraesCS6B02G267500","GRF"
"TraesCS6B02G296900","GRF"
"TraesCS6B02G366700","GRF"
"TraesCS6D02G238900","GRF"
"TraesCS6D02G245300","GRF"
"TraesCS6D02G315700","GRF"
"TraesCS7A02G049100","GRF"
"TraesCS7A02G165600","GRF"
"TraesCS7B02G070200","GRF"
"TraesCS7D02G044200","GRF"
"TraesCS7D02G166400","GRF"
"TraesCS3A02G119200","HD"
"TraesCS7A02G168000","HD"
"TraesCS7A02G215400","HD"
"TraesCSU02G244000","HD"
"TraesCS1A02G157500","HD"
"TraesCS1A02G395600","HD"
"TraesCS1B02G045500","HD"
"TraesCS1B02G173900","HD"
"TraesCS1B02G424100","HD"
"TraesCS1D02G037100","HD"
"TraesCS1D02G155200","HD"
"TraesCS1D02G403700","HD"
"TraesCS2A02G124800","HD"
"TraesCS2A02G188500","HD"
"TraesCS2B02G147300","HD"
"TraesCS2B02G218800","HD"
"TraesCS2B02G405700","HD"
"TraesCS2D02G127700","HD"
"TraesCS2D02G199200","HD"
"TraesCS2D02G385500","HD"
"TraesCS3A02G112300","HD"
"TraesCS3A02G245700","HD"
"TraesCS3A02G312800","HD"
"TraesCS3B02G131700","HD"
"TraesCS3B02G138400","HD"
"TraesCS3B02G138600","HD"
"TraesCS3B02G138800","HD"
"TraesCS3B02G159100","HD"
"TraesCS3B02G273900","HD"
"TraesCS3D02G114300","HD"
"TraesCS3D02G121300","HD"
"TraesCS3D02G121400","HD"
"TraesCS3D02G121500","HD"
"TraesCS3D02G141500","HD"
"TraesCS3D02G245800","HD"
"TraesCS4A02G040600","HD"
"TraesCS4A02G072000","HD"
"TraesCS4B02G227900","HD"
"TraesCS4B02G261600","HD"
"TraesCS4B02G385200","HD"
"TraesCS4D02G228800","HD"
"TraesCS4D02G261600","HD"
"TraesCS4D02G359600","HD"
"TraesCS5A02G043400","HD"
"TraesCS5A02G375800","HD"
"TraesCS5A02G549700","HD"
"TraesCS5B02G047200","HD"
"TraesCS5B02G378000","HD"
"TraesCS5D02G052300","HD"
"TraesCS5D02G385300","HD"
"TraesCS6A02G072000","HD"
"TraesCS6A02G120600","HD"
"TraesCS6B02G096500","HD"
"TraesCS6B02G096600","HD"
"TraesCS6B02G096700","HD"
"TraesCS6B02G149000","HD"
"TraesCS6D02G110600","HD"
"TraesCS7A02G083900","HD"
"TraesCS7A02G168100","HD"
"TraesCS7A02G215300","HD"
"TraesCS7B02G072800","HD"
"TraesCS7D02G168900","HD"
"TraesCS7D02G169000","HD"
"TraesCS7D02G217200","HD"
"TraesCSU02G009800","HD"
"TraesCSU02G150000","HD"
"TraesCS1A02G338900","HD_PHD"
"TraesCS1B02G351300","HD_PHD"
"TraesCS1D02G341000","HD_PHD"
"TraesCS3A02G273300","HD_PHD"
"TraesCS3B02G307000","HD_PHD"
"TraesCS3D02G272700","HD_PHD"
"TraesCS6A02G117600","HD_PHD"
"TraesCS6B02G145900","HD_PHD"
"TraesCS6D02G107700","HD_PHD"
"TraesCS1A02G087700","HD_PLINC"
"TraesCS1A02G418600","HD_PLINC"
"TraesCS1B02G106800","HD_PLINC"
"TraesCS1B02G448600","HD_PLINC"
"TraesCS1D02G064300","HD_PLINC"
"TraesCS2A02G305400","HD_PLINC"
"TraesCS2B02G322200","HD_PLINC"
"TraesCS2D02G303900","HD_PLINC"
"TraesCS3A02G226100","HD_PLINC"
"TraesCS3A02G308700","HD_PLINC"
"TraesCS3A02G448100","HD_PLINC"
"TraesCS3B02G258400","HD_PLINC"
"TraesCS3B02G484100","HD_PLINC"
"TraesCS3D02G224100","HD_PLINC"
"TraesCS4A02G226800","HD_PLINC"
"TraesCS4A02G264100","HD_PLINC"
"TraesCS4B02G050800","HD_PLINC"
"TraesCS4B02G089700","HD_PLINC"
"TraesCS4D02G086300","HD_PLINC"
"TraesCS5A02G142700","HD_PLINC"
"TraesCS5A02G227100","HD_PLINC"
"TraesCS5A02G227200","HD_PLINC"
"TraesCS5B02G141400","HD_PLINC"
"TraesCS5B02G225700","HD_PLINC"
"TraesCS5B02G226000","HD_PLINC"
"TraesCS5B02G243800","HD_PLINC"
"TraesCS5D02G149400","HD_PLINC"
"TraesCS5D02G234600","HD_PLINC"
"TraesCS5D02G234700","HD_PLINC"
"TraesCS5D02G253100","HD_PLINC"
"TraesCS6A02G273700","HD_PLINC"
"TraesCS6B02G301000","HD_PLINC"
"TraesCS6D02G253700","HD_PLINC"
"TraesCSU02G070700","HD_PLINC"
"TraesCS1A02G219200","HD-Zip_I_II"
"TraesCS1A02G372900","HD-Zip_I_II"
"TraesCS1B02G232700","HD-Zip_I_II"
"TraesCS1B02G393100","HD-Zip_I_II"
"TraesCS1D02G220900","HD-Zip_I_II"
"TraesCS1D02G379700","HD-Zip_I_II"
"TraesCS2A02G389400","HD-Zip_I_II"
"TraesCS2A02G415900","HD-Zip_I_II"
"TraesCS2B02G407600","HD-Zip_I_II"
"TraesCS2B02G434900","HD-Zip_I_II"
"TraesCS2D02G387300","HD-Zip_I_II"
"TraesCS2D02G412900","HD-Zip_I_II"
"TraesCS3A02G231600","HD-Zip_I_II"
"TraesCS3B02G000100","HD-Zip_I_II"
"TraesCS3B02G260800","HD-Zip_I_II"
"TraesCS3D02G009700","HD-Zip_I_II"
"TraesCS3D02G221800","HD-Zip_I_II"
"TraesCS4A02G016600","HD-Zip_I_II"
"TraesCS4A02G059600","HD-Zip_I_II"
"TraesCS4A02G382200","HD-Zip_I_II"
"TraesCS4A02G382300","HD-Zip_I_II"
"TraesCS4A02G382400","HD-Zip_I_II"
"TraesCS4A02G405800","HD-Zip_I_II"
"TraesCS4B02G235300","HD-Zip_I_II"
"TraesCS4B02G287600","HD-Zip_I_II"
"TraesCS4B02G305300","HD-Zip_I_II"
"TraesCS4D02G236600","HD-Zip_I_II"
"TraesCS4D02G286400","HD-Zip_I_II"
"TraesCS4D02G303500","HD-Zip_I_II"
"TraesCS5A02G199300","HD-Zip_I_II"
"TraesCS5A02G232700","HD-Zip_I_II"
"TraesCS5A02G249000","HD-Zip_I_II"
"TraesCS5A02G316800","HD-Zip_I_II"
"TraesCS5B02G197700","HD-Zip_I_II"
"TraesCS5B02G231300","HD-Zip_I_II"
"TraesCS5B02G246700","HD-Zip_I_II"
"TraesCS5B02G317400","HD-Zip_I_II"
"TraesCS5D02G205000","HD-Zip_I_II"
"TraesCS5D02G235300","HD-Zip_I_II"
"TraesCS5D02G256200","HD-Zip_I_II"
"TraesCS5D02G323100","HD-Zip_I_II"
"TraesCS6A02G120300","HD-Zip_I_II"
"TraesCS6A02G240400","HD-Zip_I_II"
"TraesCS6A02G290800","HD-Zip_I_II"
"TraesCS6B02G148700","HD-Zip_I_II"
"TraesCS6B02G148800","HD-Zip_I_II"
"TraesCS6B02G284300","HD-Zip_I_II"
"TraesCS6B02G321100","HD-Zip_I_II"
"TraesCS6D02G110400","HD-Zip_I_II"
"TraesCS6D02G222600","HD-Zip_I_II"
"TraesCS6D02G272000","HD-Zip_I_II"
"TraesCS7A02G083800","HD-Zip_I_II"
"TraesCS7A02G084000","HD-Zip_I_II"
"TraesCS7A02G423800","HD-Zip_I_II"
"TraesCS7B02G326300","HD-Zip_I_II"
"TraesCS7D02G078800","HD-Zip_I_II"
"TraesCS7D02G078900","HD-Zip_I_II"
"TraesCS7D02G079000","HD-Zip_I_II"
"TraesCS7D02G417700","HD-Zip_I_II"
"TraesCSU02G087400","HD-Zip_I_II"
"TraesCS1A02G193400","HD-Zip_IV"
"TraesCS1B02G208400","HD-Zip_IV"
"TraesCS1D02G197300","HD-Zip_IV"
"TraesCS2A02G401200","HD-Zip_IV"
"TraesCS2A02G474000","HD-Zip_IV"
"TraesCS2B02G419200","HD-Zip_IV"
"TraesCS2B02G497500","HD-Zip_IV"
"TraesCS2D02G398600","HD-Zip_IV"
"TraesCS2D02G473700","HD-Zip_IV"
"TraesCS3A02G305300","HD-Zip_IV"
"TraesCS3A02G325800","HD-Zip_IV"
"TraesCS3B02G331200","HD-Zip_IV"
"TraesCS3B02G354900","HD-Zip_IV"
"TraesCS3D02G296500","HD-Zip_IV"
"TraesCS3D02G319200","HD-Zip_IV"
"TraesCS4A02G231300","HD-Zip_IV"
"TraesCS4D02G082600","HD-Zip_IV"
"TraesCS5A02G314400","HD-Zip_IV"
"TraesCS5A02G330200","HD-Zip_IV"
"TraesCS5B02G315100","HD-Zip_IV"
"TraesCS5B02G330300","HD-Zip_IV"
"TraesCS5D02G320600","HD-Zip_IV"
"TraesCS5D02G335900","HD-Zip_IV"
"TraesCS6A02G255800","HD-Zip_IV"
"TraesCS6A02G324500","HD-Zip_IV"
"TraesCS6B02G269700","HD-Zip_IV"
"TraesCS6B02G354900","HD-Zip_IV"
"TraesCS6D02G237000","HD-Zip_IV"
"TraesCS6D02G304300","HD-Zip_IV"
"TraesCS7A02G167900","HD-Zip_IV"
"TraesCS7A02G308400","HD-Zip_IV"
"TraesCS7B02G072700","HD-Zip_IV"
"TraesCS7B02G208600","HD-Zip_IV"
"TraesCS7D02G168700","HD-Zip_IV"
"TraesCS7D02G305200","HD-Zip_IV"
"TraesCS2A02G192400","HRT"
"TraesCS2D02G195100","HRT"
"TraesCS5A02G437900","HSF"
"TraesCS5B02G440700","HSF"
"TraesCS5D02G445100","HSF"
"TraesCS7A02G270100","HSF"
"TraesCS7B02G168300","HSF"
"TraesCS7D02G270600","HSF"
"TraesCS1A02G350400","HSF"
"TraesCS1A02G375600","HSF"
"TraesCS1D02G382900","HSF"
"TraesCS2A02G089300","HSF"
"TraesCS2A02G146600","HSF"
"TraesCS2A02G204500","HSF"
"TraesCS2A02G401600","HSF"
"TraesCS2B02G105100","HSF"
"TraesCS2B02G171900","HSF"
"TraesCS2B02G232000","HSF"
"TraesCS2B02G419600","HSF"
"TraesCS2D02G087400","HSF"
"TraesCS2D02G151200","HSF"
"TraesCS2D02G211400","HSF"
"TraesCS2D02G399000","HSF"
"TraesCS3A02G229000","HSF"
"TraesCS3A02G280800","HSF"
"TraesCS3A02G289200","HSF"
"TraesCS3A02G393100","HSF"
"TraesCS3A02G393200","HSF"
"TraesCS3A02G405200","HSF"
"TraesCS3B02G255600","HSF"
"TraesCS3B02G314600","HSF"
"TraesCS3B02G323800","HSF"
"TraesCS3B02G425200","HSF"
"TraesCS3B02G438900","HSF"
"TraesCS3B02G568200","HSF"
"TraesCS3B02G568300","HSF"
"TraesCS3D02G227200","HSF"
"TraesCS3D02G280600","HSF"
"TraesCS3D02G289000","HSF"
"TraesCS3D02G385900","HSF"
"TraesCS3D02G386000","HSF"
"TraesCS4A02G027700","HSF"
"TraesCS4A02G062800","HSF"
"TraesCS4A02G322300","HSF"
"TraesCS4B02G239700","HSF"
"TraesCS4B02G278100","HSF"
"TraesCS4B02G383200","HSF"
"TraesCS4B02G383300","HSF"
"TraesCS4B02G383400","HSF"
"TraesCS4B02G385800","HSF"
"TraesCS4D02G239600","HSF"
"TraesCS4D02G276500","HSF"
"TraesCS4D02G358900","HSF"
"TraesCS5A02G237600","HSF"
"TraesCS5A02G237900","HSF"
"TraesCS5A02G314700","HSF"
"TraesCS5A02G383800","HSF"
"TraesCS5A02G524000","HSF"
"TraesCS5A02G548700","HSF"
"TraesCS5A02G550700","HSF"
"TraesCS5B02G236100","HSF"
"TraesCS5B02G236400","HSF"
"TraesCS5B02G315600","HSF"
"TraesCS5B02G556200","HSF"
"TraesCS5D02G243900","HSF"
"TraesCS5D02G244800","HSF"
"TraesCS5D02G321000","HSF"
"TraesCS5D02G393200","HSF"
"TraesCS5D02G553300","HSF"
"TraesCS6A02G098800","HSF"
"TraesCS6B02G127000","HSF"
"TraesCS6D02G083800","HSF"
"TraesCS7A02G355300","HSF"
"TraesCS7A02G360400","HSF"
"TraesCS7B02G267300","HSF"
"TraesCS7B02G272500","HSF"
"TraesCS7D02G367700","HSF"
"TraesCSU02G127200","HSF"
"TraesCSU02G127300","HSF"
"TraesCS2A02G443100","LFY"
"TraesCS2B02G464200","LFY"
"TraesCS2D02G442200","LFY"
"TraesCS1B02G443500","MADS_I"
"TraesCS2B02G146100","MADS_I"
"TraesCS2D02G128000","MADS_I"
"TraesCS2D02G150900","MADS_I"
"TraesCS2D02G282300","MADS_I"
"TraesCS3A02G454500","MADS_I"
"TraesCS3B02G608700","MADS_I"
"TraesCS4B02G290700","MADS_I"
"TraesCS5D02G027100","MADS_I"
"TraesCS6A02G017400","MADS_I"
"TraesCS6A02G017600","MADS_I"
"TraesCS6A02G022700","MADS_I"
"TraesCS6A02G359700","MADS_I"
"TraesCS6B02G024100","MADS_I"
"TraesCS6B02G024300","MADS_I"
"TraesCS6B02G025000","MADS_I"
"TraesCS6B02G028100","MADS_I"
"TraesCS6B02G048400","MADS_I"
"TraesCS6B02G079300","MADS_I"
"TraesCS6B02G085800","MADS_I"
"TraesCS6D02G024300","MADS_I"
"TraesCS7A02G367400","MADS_I"
"TraesCS7A02G367500","MADS_I"
"TraesCS7B02G295100","MADS_I"
"TraesCS7D02G355300","MADS_I"
"TraesCS1A02G013100","MADS_I"
"TraesCS1A02G061800","MADS_I"
"TraesCS1A02G310800","MADS_I"
"TraesCS1B02G080200","MADS_I"
"TraesCS1B02G214600","MADS_I"
"TraesCS1B02G322300","MADS_I"
"TraesCS1B02G467500","MADS_I"
"TraesCS1D02G062500","MADS_I"
"TraesCS1D02G310700","MADS_I"
"TraesCS2A02G146400","MADS_I"
"TraesCS2A02G283500","MADS_I"
"TraesCS2A02G459200","MADS_I"
"TraesCS2A02G523900","MADS_I"
"TraesCS2B02G171700","MADS_I"
"TraesCS2B02G300500","MADS_I"
"TraesCS2D02G282200","MADS_I"
"TraesCS2D02G526000","MADS_I"
"TraesCS2D02G526200","MADS_I"
"TraesCS3A02G137500","MADS_I"
"TraesCS3A02G312600","MADS_I"
"TraesCS3A02G359300","MADS_I"
"TraesCS3A02G432900","MADS_I"
"TraesCS3A02G434400","MADS_I"
"TraesCS3A02G434700","MADS_I"
"TraesCS3A02G434900","MADS_I"
"TraesCS3A02G435000","MADS_I"
"TraesCS3A02G527400","MADS_I"
"TraesCS3A02G535200","MADS_I"
"TraesCS3B02G155200","MADS_I"
"TraesCS3B02G159600","MADS_I"
"TraesCS3B02G454700","MADS_I"
"TraesCS3B02G469700","MADS_I"
"TraesCS3B02G470000","MADS_I"
"TraesCS3B02G493100","MADS_I"
"TraesCS3B02G595700","MADS_I"
"TraesCS3B02G608600","MADS_I"
"TraesCS3B02G612300","MADS_I"
"TraesCS3B02G612400","MADS_I"
"TraesCS3B02G612500","MADS_I"
"TraesCS3B02G612600","MADS_I"
"TraesCS3B02G612700","MADS_I"
